method;uri;name;controller;action;middleware;domaine;type;statut
DELETE;/communications/reservations/{reservation};communications.reservations.destroy;ReservationController;destroy;"web Authenticate";D05;crud;à-porter
GET;/communications/reservations/{reservation}/edit;communications.reservations.edit;ReservationController;edit;"web Authenticate";D05;vue;abandonné
POST;/communications/reservations/{reservation}/mark-returned;communications.reservations.mark.returned;ReservationController;markAsReturned;"web Authenticate";D05;action;à-porter
GET;/communications/reservations/{reservation}/records;communications.reservations.records.index;ReservationRecordController;index;"web Authenticate";D05;crud;à-porter
POST;/communications/reservations/{reservation}/records;communications.reservations.records.store;ReservationRecordController;store;"web Authenticate";D05;crud;à-porter
GET;/communications/reservations/{reservation}/records/create;communications.reservations.records.create;ReservationRecordController;create;"web Authenticate";D05;vue;abandonné
GET;/communications/reservations/{reservation}/records/{reservationRecord};communications.reservations.records.show;ReservationRecordController;show;"web Authenticate";D05;crud;à-porter
PUT;/communications/reservations/{reservation}/records/{reservationRecord};communications.reservations.records.update;ReservationRecordController;update;"web Authenticate";D05;crud;à-porter
DELETE;/communications/reservations/{reservation}/records/{reservationRecord};communications.reservations.records.destroy;ReservationRecordController;destroy;"web Authenticate";D05;crud;à-porter
GET;/communications/reservations/{reservation}/records/{reservationRecord}/edit;communications.reservations.records.edit;ReservationRecordController;edit;"web Authenticate";D05;vue;abandonné
GET;/tools/activities/{activity}/communicabilities;activities.communicabilities.index;activityCommunicabilityController;index;"web Authenticate";D05;crud;à-porter
POST;/tools/activities/{activity}/communicabilities;activities.communicabilities.store;activityCommunicabilityController;store;"web Authenticate";D05;crud;à-porter
GET;/tools/activities/{activity}/communicabilities/create;activities.communicabilities.create;activityCommunicabilityController;create;"web Authenticate";D05;vue;abandonné
GET;/tools/activities/{activity}/communicabilities/{communicability};activities.communicabilities.show;activityCommunicabilityController;show;"web Authenticate";D05;crud;à-porter
PUT|PATCH;/tools/activities/{activity}/communicabilities/{communicability};activities.communicabilities.update;activityCommunicabilityController;update;"web Authenticate";D05;crud;à-porter
DELETE;/tools/activities/{activity}/communicabilities/{communicability};activities.communicabilities.destroy;activityCommunicabilityController;destroy;"web Authenticate";D05;crud;à-porter
GET;/tools/activities/{activity}/communicabilities/{communicability}/edit;activities.communicabilities.edit;activityCommunicabilityController;edit;"web Authenticate";D05;vue;abandonné
GET;/mails/batch;batch.index;BatchController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/batch;batch.store;BatchController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/batch/create;batch.create;BatchController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/batch/{batch};batch.show;BatchController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/mails/batch/{batch};batch.update;BatchController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/batch/{batch};batch.destroy;BatchController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/batch/{batch}/available-mails;batch.available-mails;BatchController;getAvailableMails;"web Authenticate";D06;action;à-porter
GET;/mails/batch/{batch}/edit;batch.edit;BatchController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/batch/{batch}/export/pdf;batch.export.pdf;BatchController;exportPdf;"web Authenticate";D06;export;à-porter
GET;/mails/batches/{batch}/mail;batch.mail.index;BatchController;indexMail;"web Authenticate";D06;action;à-porter
POST;/mails/batches/{batch}/mail;batch.mail.store;BatchController;storeMail;"web Authenticate";D06;action;à-porter
GET;/mails/batches/{batch}/mail/create;batch.mail.create;BatchController;createMail;"web Authenticate";D06;action;à-porter
PUT;/mails/batches/{batch}/mail/{batchMail};batch.mail.update;BatchController;updateMail;"web Authenticate";D06;action;à-porter
GET;/mails/batches/{batch}/mail/{batchMail}/edit;batch.mail.edit;BatchController;editMail;"web Authenticate";D06;action;à-porter
DELETE;/mails/batches/{batch}/mail/{id};batch.mail.destroy;BatchController;destroyMail;"web Authenticate";D06;action;à-porter
POST;/batch-handler/add-items;;BatchHandlerController;addItems;"web Authenticate";D06;action;à-porter
POST;/batch-handler/create;;BatchHandlerController;create;"web Authenticate";D06;vue;abandonné
GET;/batch-handler/list;;BatchHandlerController;list;"web Authenticate";D06;action;à-porter
DELETE;/batch-handler/remove-items;;BatchHandlerController;removeItems;"web Authenticate";D06;action;à-porter
DELETE;/batch-handler/{batch_id};;BatchHandlerController;deleteBatch;"web Authenticate";D06;action;à-porter
GET;/mails/batch-received;batch-received.index;BatchReceivedController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/batch-received;batch-received.store;BatchReceivedController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/batch-received/create;batch-received.create;BatchReceivedController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/batch-received/logs;batch-received-log;BatchReceivedController;logs;"web Authenticate";D06;action;à-porter
GET;/mails/batch-received/{batch_received};batch-received.show;BatchReceivedController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/mails/batch-received/{batch_received};batch-received.update;BatchReceivedController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/batch-received/{batch_received};batch-received.destroy;BatchReceivedController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/batch-received/{batch_received}/edit;batch-received.edit;BatchReceivedController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/batch-send;batch-send.index;BatchSendController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/batch-send;batch-send.store;BatchSendController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/batch-send/create;batch-send.create;BatchSendController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/batch-send/logs;batch-send-log;BatchSendController;logs;"web Authenticate";D06;action;à-porter
GET;/mails/batch-send/{batch_send};batch-send.show;BatchSendController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/mails/batch-send/{batch_send};batch-send.update;BatchSendController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/batch-send/{batch_send};batch-send.destroy;BatchSendController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/batch-send/{batch_send}/edit;batch-send.edit;BatchSendController;edit;"web Authenticate";D06;vue;abandonné
POST;/mails/batches/{batch}/transfer/boxes;batch.transfer.boxes;BatchTransferController;transferToBoxes;"web Authenticate";D06;action;à-porter
POST;/mails/batches/{batch}/transfer/dollies;batch.transfer.dollies;BatchTransferController;transferToDollies;"web Authenticate";D06;action;à-porter
GET;/settings/mail-action;mail-action.index;MailActionController;index;"web Authenticate";D06;crud;à-porter
POST;/settings/mail-action;mail-action.store;MailActionController;store;"web Authenticate";D06;crud;à-porter
GET;/settings/mail-action/create;mail-action.create;MailActionController;create;"web Authenticate";D06;vue;abandonné
GET;/settings/mail-action/{mail_action};mail-action.show;MailActionController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/settings/mail-action/{mail_action};mail-action.update;MailActionController;update;"web Authenticate";D06;crud;à-porter
DELETE;/settings/mail-action/{mail_action};mail-action.destroy;MailActionController;destroy;"web Authenticate";D06;crud;à-porter
GET;/settings/mail-action/{mail_action}/edit;mail-action.edit;MailActionController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/archived;mails.archived;MailArchiveController;archived;"web Authenticate";D06;action;à-porter
GET;/mails/archives;mail-archive.index;MailArchiveController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/archives;mail-archive.store;MailArchiveController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/archives/create;mail-archive.create;MailArchiveController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/archives/{archive};mail-archive.show;MailArchiveController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/mails/archives/{archive};mail-archive.update;MailArchiveController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/archives/{archive};mail-archive.destroy;MailArchiveController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/archives/{archive}/edit;mail-archive.edit;MailArchiveController;edit;"web Authenticate";D06;vue;abandonné
POST;/mails/archives/{containerId}/add-mails;mail-archive.add-mails;MailArchiveController;addMails;"web Authenticate";D06;action;à-porter
POST;/mails/archives/{containerId}/remove-mails;mail-archive.remove-mails;MailArchiveController;removeMails;"web Authenticate";D06;action;à-porter
GET;/mails/file/{file}/attachment;mail-attachment.index;MailAttachmentController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/file/{file}/attachment;mail-attachment.store;MailAttachmentController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/file/{file}/attachment/create;mail-attachment.create;MailAttachmentController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/file/{file}/attachment/{attachment};mail-attachment.show;MailAttachmentController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/mails/file/{file}/attachment/{attachment};mail-attachment.update;MailAttachmentController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/file/{file}/attachment/{attachment};mail-attachment.destroy;MailAttachmentController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/file/{file}/attachment/{attachment}/edit;mail-attachment.edit;MailAttachmentController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/mail-attachment/{id}/preview;mail-attachment.preview;MailAttachmentController;preview;"web Authenticate";D06;action;à-porter
GET;/mails/container;mail-container.index;MailContainerController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/container;mail-container.store;MailContainerController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/container/create;mail-container.create;MailContainerController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/container/{container};mail-container.show;MailContainerController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/mails/container/{container};mail-container.update;MailContainerController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/container/{container};mail-container.destroy;MailContainerController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/container/{container}/edit;mail-container.edit;MailContainerController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/containers/list;mail-container.list;MailContainerController;getContainers;"web Authenticate";D06;action;à-porter
GET;/mails/containers/properties;mail-container.properties;MailContainerController;getContainerProperties;"web Authenticate";D06;action;à-porter
GET;/mails/containers/activities/{organisation};mail-container.activities;MailContainerTransferController;getActivitiesByOrganisation;"web Authenticate";D06;action;à-porter
GET;/mails/containers/shelves/{organisation};mail-container.shelves;MailContainerTransferController;getShelvesByOrganisation;"web Authenticate";D06;action;à-porter
POST;/mails/containers/transfer;mail-container.transfer;MailContainerTransferController;transfer;"web Authenticate";D06;action;à-porter
GET;/mails/count-unread;mails.count-unread;MailController;countUnread;"web Authenticate";D06;action;à-porter
GET;/mails/incoming;mails.incoming.index;MailController;indexIncoming;"web Authenticate";D06;action;à-porter
POST;/mails/incoming;mails.incoming.store;MailController;storeIncoming;"web Authenticate";D06;action;à-porter
GET;/mails/incoming/create;mails.incoming.create;MailController;createIncoming;"web Authenticate";D06;action;à-porter
GET;/mails/incoming/{id};mails.incoming.show;MailController;show;"web Authenticate";D06;crud;à-porter
PUT;/mails/incoming/{id};mails.incoming.update;MailController;update;"web Authenticate";D06;crud;à-porter
PATCH;/mails/incoming/{id};;MailController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/incoming/{id};mails.incoming.destroy;MailController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/incoming/{id}/edit;mails.incoming.edit;MailController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/outgoing;mails.outgoing.index;MailController;indexOutgoing;"web Authenticate";D06;action;à-porter
POST;/mails/outgoing;mails.outgoing.store;MailController;storeOutgoing;"web Authenticate";D06;action;à-porter
GET;/mails/outgoing/create;mails.outgoing.create;MailController;createOutgoing;"web Authenticate";D06;action;à-porter
GET;/mails/outgoing/{id};mails.outgoing.show;MailController;show;"web Authenticate";D06;crud;à-porter
PUT;/mails/outgoing/{id};mails.outgoing.update;MailController;update;"web Authenticate";D06;crud;à-porter
PATCH;/mails/outgoing/{id};;MailController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/outgoing/{id};mails.outgoing.destroy;MailController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/outgoing/{id}/edit;mails.outgoing.edit;MailController;edit;"web Authenticate";D06;vue;abandonné
GET;/settings/mail-priority;mail-priority.index;MailPriorityController;index;"web Authenticate";D06;crud;à-porter
POST;/settings/mail-priority;mail-priority.store;MailPriorityController;store;"web Authenticate";D06;crud;à-porter
GET;/settings/mail-priority/create;mail-priority.create;MailPriorityController;create;"web Authenticate";D06;vue;abandonné
GET;/settings/mail-priority/{mail_priority};mail-priority.show;MailPriorityController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/settings/mail-priority/{mail_priority};mail-priority.update;MailPriorityController;update;"web Authenticate";D06;crud;à-porter
DELETE;/settings/mail-priority/{mail_priority};mail-priority.destroy;MailPriorityController;destroy;"web Authenticate";D06;crud;à-porter
GET;/settings/mail-priority/{mail_priority}/edit;mail-priority.edit;MailPriorityController;edit;"web Authenticate";D06;vue;abandonné
GET;/;home;MailReceivedController;index;"web Authenticate";D06;crud;à-porter
GET;/mails/InProgress;mails.inprogress;MailReceivedController;inprogress;"web Authenticate";D06;action;à-porter
GET;/mails/received;mail-received.index;MailReceivedController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/received;mail-received.store;MailReceivedController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/received/create;mail-received.create;MailReceivedController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/received/{mail}/approve;mail-received.approve;MailReceivedController;approve;"web Authenticate";D06;action;à-porter
GET;/mails/received/{mail}/reject;mail-received.reject;MailReceivedController;reject;"web Authenticate";D06;action;à-porter
GET;/mails/received/{received};mail-received.show;MailReceivedController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/mails/received/{received};mail-received.update;MailReceivedController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/received/{received};mail-received.destroy;MailReceivedController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/received/{received}/edit;mail-received.edit;MailReceivedController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/returned;mail-received.returned;MailReceivedController;returned;"web Authenticate";D06;action;à-porter
GET;/mails/to-return;mail-received.toReturn;MailReceivedController;toReturn;"web Authenticate";D06;action;à-porter
GET;/mails/received/external;mails.received.external.index;MailReceivedExternalController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/received/external;mails.received.external.store;MailReceivedExternalController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/received/external/create;mails.received.external.create;MailReceivedExternalController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/received/external/{id};mails.received.external.show;MailReceivedExternalController;show;"web Authenticate";D06;crud;à-porter
PUT;/mails/received/external/{id};mails.received.external.update;MailReceivedExternalController;update;"web Authenticate";D06;crud;à-porter
PATCH;/mails/received/external/{id};mails.received.external.;MailReceivedExternalController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/received/external/{id};mails.received.external.destroy;MailReceivedExternalController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/received/external/{id}/edit;mails.received.external.edit;MailReceivedExternalController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/send;mail-send.index;MailSendController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/send;mail-send.store;MailSendController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/send/create;mail-send.create;MailSendController;create;"web Authenticate";D06;vue;abandonné
POST;/mails/send/transfer;mail-send.transfer;MailSendController;transfer;"web Authenticate";D06;action;à-porter
GET;/mails/send/{send};mail-send.show;MailSendController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/mails/send/{send};mail-send.update;MailSendController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/send/{send};mail-send.destroy;MailSendController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/send/{send}/edit;mail-send.edit;MailSendController;edit;"web Authenticate";D06;vue;abandonné
GET;/mails/send/external;mails.send.external.index;MailSendExternalController;index;"web Authenticate";D06;crud;à-porter
POST;/mails/send/external;mails.send.external.store;MailSendExternalController;store;"web Authenticate";D06;crud;à-porter
GET;/mails/send/external/create;mails.send.external.create;MailSendExternalController;create;"web Authenticate";D06;vue;abandonné
GET;/mails/send/external/{id};mails.send.external.show;MailSendExternalController;show;"web Authenticate";D06;crud;à-porter
PUT;/mails/send/external/{id};mails.send.external.update;MailSendExternalController;update;"web Authenticate";D06;crud;à-porter
PATCH;/mails/send/external/{id};mails.send.external.;MailSendExternalController;update;"web Authenticate";D06;crud;à-porter
DELETE;/mails/send/external/{id};mails.send.external.destroy;MailSendExternalController;destroy;"web Authenticate";D06;crud;à-porter
GET;/mails/send/external/{id}/edit;mails.send.external.edit;MailSendExternalController;edit;"web Authenticate";D06;vue;abandonné
POST;/mails/mail-transaction/export;mail-transaction.export;MailTransactionController;export;"web Authenticate";D06;export;à-porter
POST;/mails/mail-transaction/import;mail-transaction.import;MailTransactionController;import;"web Authenticate";D06;upload;à-porter
POST;/mails/mail-transaction/print;mail-transaction.print;MailTransactionController;print;"web Authenticate";D06;export;à-porter
POST;/mails/mails/archive;mail-transaction.archive;MailTransactionController;archive;"web Authenticate";D06;action;à-porter
GET;/settings/mail-typology;mail-typology.index;MailTypologyController;index;"web Authenticate";D06;crud;à-porter
POST;/settings/mail-typology;mail-typology.store;MailTypologyController;store;"web Authenticate";D06;crud;à-porter
GET;/settings/mail-typology/create;mail-typology.create;MailTypologyController;create;"web Authenticate";D06;vue;abandonné
GET;/settings/mail-typology/{mail_typology};mail-typology.show;MailTypologyController;show;"web Authenticate";D06;crud;à-porter
PUT|PATCH;/settings/mail-typology/{mail_typology};mail-typology.update;MailTypologyController;update;"web Authenticate";D06;crud;à-porter
DELETE;/settings/mail-typology/{mail_typology};mail-typology.destroy;MailTypologyController;destroy;"web Authenticate";D06;crud;à-porter
GET;/settings/mail-typology/{mail_typology}/edit;mail-typology.edit;MailTypologyController;edit;"web Authenticate";D06;vue;abandonné
GET;/declassements;declassement-lists.index;DeclassementListController;index;"web Authenticate";D07;crud;à-porter
POST;/declassements;declassement-lists.store;DeclassementListController;store;"web Authenticate";D07;crud;à-porter
GET;/declassements/create;declassement-lists.create;DeclassementListController;create;"web Authenticate";D07;vue;abandonné
GET;/declassements/eligible-records;declassement-lists.eligible-records;DeclassementListController;eligibleRecords;"web Authenticate";D07;action;à-porter
GET;/declassements/{declassementList};declassement-lists.show;DeclassementListController;show;"web Authenticate";D07;crud;à-porter
PUT|PATCH;/declassements/{declassementList};declassement-lists.update;DeclassementListController;update;"web Authenticate";D07;crud;à-porter
DELETE;/declassements/{declassementList};declassement-lists.destroy;DeclassementListController;destroy;"web Authenticate";D07;crud;à-porter
POST;/declassements/{declassementList}/approve;declassement-lists.approve;DeclassementListController;approve;"web Authenticate";D07;action;à-porter
POST;/declassements/{declassementList}/comments;declassement-lists.comments.store;DeclassementListController;comment;"web Authenticate";D07;action;à-porter
GET;/declassements/{declassementList}/edit;declassement-lists.edit;DeclassementListController;edit;"web Authenticate";D07;vue;abandonné
POST;/declassements/{declassementList}/process;declassement-lists.process;DeclassementListController;process;"web Authenticate";D07;action;à-porter
POST;/declassements/{declassementList}/records;declassement-lists.records.add;DeclassementListController;addRecords;"web Authenticate";D07;action;à-porter
DELETE;/declassements/{declassementList}/records/{declassementRecord};declassement-lists.records.remove;DeclassementListController;removeRecord;"web Authenticate";D07;action;à-porter
POST;/declassements/{declassementList}/reject;declassement-lists.reject;DeclassementListController;reject;"web Authenticate";D07;action;à-porter
POST;/declassements/{declassementList}/request-approval;declassement-lists.request-approval;DeclassementListController;requestApproval;"web Authenticate";D07;action;à-porter
POST;/declassements/{declassementList}/validate;declassement-lists.validate;DeclassementListController;validateList;"web Authenticate";D07;action;à-porter
GET;/transferrings/lifecycle/eliminate;records.toeliminate;LifeCycleController;recordToEliminate;"web Authenticate";D07;action;à-porter
GET;/transferrings/lifecycle/keep;records.tokeep;LifeCycleController;recordToKeep;"web Authenticate";D07;action;à-porter
GET;/transferrings/lifecycle/retain;records.toretain;LifeCycleController;recordToRetain;"web Authenticate";D07;action;à-porter
GET;/transferrings/lifecycle/sort;records.tosort;LifeCycleController;recordToSort;"web Authenticate";D07;action;à-porter
GET;/transferrings/lifecycle/store;records.tostore;LifeCycleController;recordToStore;"web Authenticate";D07;action;à-porter
GET;/transferrings/lifecycle/transfer;records.totransfer;LifeCycleController;recordToTransfer;"web Authenticate";D07;action;à-porter
GET;/tools/activities/{activity}/retentions;activities.retentions.index;RetentionActivityController;index;"web Authenticate";D07;crud;à-porter
POST;/tools/activities/{activity}/retentions;activities.retentions.store;RetentionActivityController;store;"web Authenticate";D07;crud;à-porter
GET;/tools/activities/{activity}/retentions/create;activities.retentions.create;RetentionActivityController;create;"web Authenticate";D07;vue;abandonné
GET;/tools/activities/{activity}/retentions/{retention};activities.retentions.show;RetentionActivityController;show;"web Authenticate";D07;crud;à-porter
PUT|PATCH;/tools/activities/{activity}/retentions/{retention};activities.retentions.update;RetentionActivityController;update;"web Authenticate";D07;crud;à-porter
DELETE;/tools/activities/{activity}/retentions/{retention};activities.retentions.destroy;RetentionActivityController;destroy;"web Authenticate";D07;crud;à-porter
GET;/tools/activities/{activity}/retentions/{retention}/edit;activities.retentions.edit;RetentionActivityController;edit;"web Authenticate";D07;vue;abandonné
GET;/tools/retentions;retentions.index;RetentionController;index;"web Authenticate";D07;crud;à-porter
POST;/tools/retentions;retentions.store;RetentionController;store;"web Authenticate";D07;crud;à-porter
GET;/tools/retentions/create;retentions.create;RetentionController;create;"web Authenticate";D07;vue;abandonné
GET;/tools/retentions/{retention};retentions.show;RetentionController;show;"web Authenticate";D07;crud;à-porter
PUT|PATCH;/tools/retentions/{retention};retentions.update;RetentionController;update;"web Authenticate";D07;crud;à-porter
DELETE;/tools/retentions/{retention};retentions.destroy;RetentionController;destroy;"web Authenticate";D07;crud;à-porter
GET;/tools/retentions/{retention}/edit;retentions.edit;RetentionController;edit;"web Authenticate";D07;vue;abandonné
GET;/tools/retentions/{retention}/exigences;retentions.exigences.index;RetentionLawArticleController;index;"web Authenticate";D07;crud;à-porter
POST;/tools/retentions/{retention}/exigences;retentions.exigences.store;RetentionLawArticleController;store;"web Authenticate";D07;crud;à-porter
GET;/tools/retentions/{retention}/exigences/create;retentions.exigences.create;RetentionLawArticleController;create;"web Authenticate";D07;vue;abandonné
GET;/tools/retentions/{retention}/exigences/{exigence};retentions.exigences.show;RetentionLawArticleController;show;"web Authenticate";D07;crud;à-porter
PUT|PATCH;/tools/retentions/{retention}/exigences/{exigence};retentions.exigences.update;RetentionLawArticleController;update;"web Authenticate";D07;crud;à-porter
DELETE;/tools/retentions/{retention}/exigences/{exigence};retentions.exigences.destroy;RetentionLawArticleController;destroy;"web Authenticate";D07;crud;à-porter
GET;/tools/retentions/{retention}/exigences/{exigence}/edit;retentions.exigences.edit;RetentionLawArticleController;edit;"web Authenticate";D07;vue;abandonné
POST;/api/thesaurus/import/csv/process;api.thesaurus.import.csv.process;"Api\ThesaurusImportController";processCsvImport;"web Authenticate";D08;action;à-porter
POST;/api/thesaurus/import/rdf/process;api.thesaurus.import.rdf.process;"Api\ThesaurusImportController";processRdfImport;"web Authenticate";D08;action;à-porter
POST;/api/thesaurus/import/skos/process;api.thesaurus.import.skos.process;"Api\ThesaurusImportController";processSkosImport;"web Authenticate";D08;action;à-porter
GET;/api/thesaurus/import/status/{importId};api.thesaurus.import.status;"Api\ThesaurusImportController";getImportStatus;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/associative-relations;thesaurus.associative_relations.index;ThesaurusAssociativeRelationController;index;"web Authenticate";D08;crud;à-porter
GET;/tools/thesaurus/associative-relations/create/{term};thesaurus.associative_relations.create;ThesaurusAssociativeRelationController;create;"web Authenticate";D08;vue;abandonné
DELETE;/tools/thesaurus/associative-relations/destroy/{termId}/{associatedTermId};thesaurus.associative_relations.destroy;ThesaurusAssociativeRelationController;destroy;"web Authenticate";D08;crud;à-porter
POST;/tools/thesaurus/associative-relations/store/{term};thesaurus.associative_relations.store;ThesaurusAssociativeRelationController;store;"web Authenticate";D08;crud;à-porter
POST;/api/thesaurus/search;api.thesaurus.search;ThesaurusController;searchApi;"web Authenticate:sanctum";D08;action;à-porter
GET;/tools/thesaurus;thesaurus.index;ThesaurusController;index;"web Authenticate";D08;crud;à-porter
POST;/tools/thesaurus;thesaurus.store;ThesaurusController;store;"web Authenticate";D08;crud;à-porter
POST;/tools/thesaurus/auto-associate-concepts;thesaurus.auto-associate-concepts;ThesaurusController;autoAssociateConcepts;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/concepts;thesaurus.concepts;ThesaurusController;concepts;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/concepts/{concept};thesaurus.concepts.show;ThesaurusController;showConcept;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/create;thesaurus.create;ThesaurusController;create;"web Authenticate";D08;vue;abandonné
GET;/tools/thesaurus/export-import;thesaurus.export-import;ThesaurusController;importExport;"web Authenticate";D08;export;à-porter
POST;/tools/thesaurus/export-scheme;thesaurus.export-scheme;ThesaurusController;exportScheme;"web Authenticate";D08;export;à-porter
GET;/tools/thesaurus/hierarchical-relations/{term};thesaurus.hierarchical_relations.index;ThesaurusController;hierarchicalRelationsIndex;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/hierarchical-relations/{term}/broader/create;thesaurus.hierarchical_relations.broader.create;ThesaurusController;createBroaderRelation;"web Authenticate";D08;action;à-porter
POST;/tools/thesaurus/hierarchical-relations/{term}/broader/store;thesaurus.hierarchical_relations.broader.store;ThesaurusController;storeBroaderRelation;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/hierarchical-relations/{term}/narrower/create;thesaurus.hierarchical_relations.narrower.create;ThesaurusController;createNarrowerRelation;"web Authenticate";D08;action;à-porter
POST;/tools/thesaurus/hierarchical-relations/{term}/narrower/store;thesaurus.hierarchical_relations.narrower.store;ThesaurusController;storeNarrowerRelation;"web Authenticate";D08;action;à-porter
DELETE;/tools/thesaurus/hierarchical-relations/{term}/{relationType}/{relatedTerm};thesaurus.hierarchical_relations.destroy;ThesaurusController;destroyHierarchicalRelation;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/hierarchy;thesaurus.hierarchy;ThesaurusController;hierarchy;"web Authenticate";D08;action;à-porter
POST;/tools/thesaurus/import-file;thesaurus.import-file;ThesaurusController;importFile;"web Authenticate";D08;upload;à-porter
GET;/tools/thesaurus/record-concept-relations;thesaurus.record-concept-relations;ThesaurusController;recordConceptRelations;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/search/autocomplete;thesaurus.autocomplete;ThesaurusController;autocomplete;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/statistics;thesaurus.statistics;ThesaurusController;statistics;"web Authenticate";D08;action;à-porter
GET;/tools/thesaurus/{};thesaurus.show;ThesaurusController;show;"web Authenticate";D08;crud;à-porter
PUT|PATCH;/tools/thesaurus/{};thesaurus.update;ThesaurusController;update;"web Authenticate";D08;crud;à-porter
DELETE;/tools/thesaurus/{};thesaurus.destroy;ThesaurusController;destroy;"web Authenticate";D08;crud;à-porter
GET;/tools/thesaurus/{}/edit;thesaurus.edit;ThesaurusController;edit;"web Authenticate";D08;vue;abandonné
GET;/tools/thesaurus/schemes;thesaurus.schemes.index;ThesaurusSchemeController;index;"web Authenticate";D08;crud;à-porter
POST;/tools/thesaurus/schemes;thesaurus.schemes.store;ThesaurusSchemeController;store;"web Authenticate";D08;crud;à-porter
GET;/tools/thesaurus/schemes/create;thesaurus.schemes.create;ThesaurusSchemeController;create;"web Authenticate";D08;vue;abandonné
GET;/tools/thesaurus/schemes/{scheme};thesaurus.schemes.show;ThesaurusSchemeController;show;"web Authenticate";D08;crud;à-porter
